ObservationDate,Agency,Maturity,Coupon,OrigYear,ActualSpread,NewPayUp,predicted_NewPayUp,residual,NewPayUp_missing,is_missing_predicted,is_anomaly,anomaly_residuals,anomaly_threshold,Dealer1SourceSpread,Dealer2AnalyticsSpread,EpsilonBenchSpread,AllDealerAverage,AllDealerAverageDispersion,Dealer1Dealer2Average,Dealer1Dealer2AverageDispersion,AllDealerAverageThresh,Dealer1Dealer2Thresh,UPB,UPBThreshold,TicksThreshold,OrigYearThreshold,UseAllDealerAverage,UseDealer1Dealer2Average,UseDealer2AnalyticsSpread,UseDealer1SourceSpread,Coupon_is_negative,OrigYear_is_negative,AllDealerAverage_is_negative,AllDealerAverageDispersion_is_negative,Dealer1Dealer2Average_is_negative,Dealer1Dealer2AverageDispersion_is_negative,AllDealerAverageThresh_is_negative,Dealer1Dealer2Thresh_is_negative,UPB_is_negative,UPBThreshold_is_negative,TicksThreshold_is_negative,OrigYearThreshold_is_negative,UseAllDealerAverage_is_negative,UseDealer1Dealer2Average_is_negative,UseDealer2AnalyticsSpread_is_negative,UseDealer1SourceSpread_is_negative
06/23/2025,FN,30Y,0.045,2015,0.5962,4.4639,4.4526,0.0113,0,0,0,0.4313,0.6037,-3.5346,4.4639,,,,,7.9985,,0.25,450231685.6,5000000.0,3.5,2021,,,4.4639,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,15Y,0.055,2018,0.0,6.4129,6.4254,-0.0125,0,0,0,0.4738,0.6037,6.4129,-0.7878,1.7187,,,,7.200699999999999,,0.25,265821423.43,5000000.0,3.5,2021,,,,6.4129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,30Y,0.04,2012,0.0,3.3797,3.3084,0.0713,0,0,0,0.4152,0.6037,2.5958,3.3797,-1.6891,,,2.98775,0.7839,,,501739033.58,5000000.0,3.5,2021,,,3.3797,2.5958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,15Y,0.07,2015,0.5756,4.0371,4.0702,-0.0331,0,0,0,0.4225,0.6037,4.0371,-2.065,2.3962,,,,6.1021,,0.25,481500482.93,5000000.0,3.5,2021,,,,4.0371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,30Y,0.045,2021,0.2607,4.1355,4.1259,0.0096,0,0,0,0.4639,0.6037,-5.1568,4.1355,5.3608,,,,9.2923,0.25,0.25,427803618.23,5000000.0,3.5,2021,,,4.1355,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,15Y,0.02,2013,0.0,2.9457,2.9431,0.0026,0,0,0,0.523,0.6037,-6.3724,2.9457,-2.9334,,,,9.3181,,0.35,551995729.46,5000000.0,3.5,2021,,,2.9457,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,15Y,0.04,2016,2.5976,6.336,6.3284,0.0076,0,0,0,0.497,0.6037,4.4533,6.336,,,,5.39465,1.8827000000000007,,0.25,422477745.13,5000000.0,3.5,2021,,,6.336,4.4533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,15Y,0.02,2021,0.5869,5.0092,5.009,0.0002,0,0,0,0.5516,0.6037,3.5176,5.0092,1.1221,3.2163,3.8871,4.2634,1.4916,,0.15,354652457.96,5000000.0,3.5,2021,,,5.0092,3.5176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,30Y,0.055,2020,1.1186,4.9148,4.9165,-0.0017,0,0,0,0.4132,0.6037,4.9148,-0.7167,,,,,5.6315,0.25,0.25,412260395.6,5000000.0,3.5,2021,,,,4.9148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,30Y,0.02,2021,0.0,3.0324,3.0341,-0.0017,0,0,0,0.4682,0.6037,0.0,3.0324,-4.7097,,,1.5162,3.0324,0.25,0.25,486978093.92,5000000.0,3.5,2021,,,3.0324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,30Y,0.02,2020,2.5608,5.1805,5.179,0.0015,0,0,0,0.4693,0.6037,-3.2947,5.1805,-5.2652,,,,8.475200000000001,0.25,0.25,527885139.65,5000000.0,3.5,2021,,,5.1805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,15Y,0.035,2005,0.0,5.6338,5.6252,0.0086,0,0,1,0.6114,0.6037,5.9414,5.6338,0.1615,3.912233333333333,5.4723,5.787599999999999,0.3075999999999999,,,233004904.77,5000000.0,3.5,2021,,,5.6338,5.9414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,30Y,0.065,2012,0.0,5.5266,5.5123,0.0143,0,0,0,0.4665,0.6037,-3.2347,5.5266,-3.4553,,,,8.7613,,,237090232.78,5000000.0,3.5,2021,,,5.5266,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,30Y,0.02,2023,0.0,2.138,2.1097,0.0283,0,0,0,0.4165,0.6037,-2.8294,2.138,-1.2602,,,,4.9674,,,605533490.76,5000000.0,3.5,2021,,,2.138,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,15Y,0.03,2015,0.2395,3.0765,3.1172,-0.0407,0,0,0,0.4364,0.6037,-6.0104,3.0765,3.6082,,,,9.0869,,0.25,452420401.34,5000000.0,3.5,2021,,,3.0765,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,30Y,0.05,2022,0.5318,5.1285,5.1125,0.016,0,0,0,0.4491,0.6037,5.1285,-3.9976,-2.4609,,,,9.1261,0.25,0.25,276604059.34,5000000.0,3.5,2021,,,,5.1285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,30Y,0.06,2010,3.2333,5.2817,5.2674,0.0143,0,0,0,0.4075,0.6037,,5.2817,0.5208,,,,,,,609823384.94,5000000.0,3.5,2021,,,5.2817,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,15Y,0.05,2016,3.3656,5.6997,5.697,0.0027,0,0,0,0.4296,0.6037,5.6997,-1.0854,-3.4572,,,,6.7851,,0.25,517265929.44,5000000.0,3.5,2021,,,,5.6997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,30Y,0.025,2019,0.3738,4.8759,4.858,0.0179,0,0,0,0.5482,0.6037,3.9898,4.8759,3.7359,4.2005333333333335,1.1399999999999997,4.43285,0.8860999999999999,,0.25,264210538.85,5000000.0,3.5,2021,,,4.8759,3.9898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,30Y,0.05,2021,0.0,5.8967,5.8731,0.0236,0,0,0,0.5484,0.6037,1.3506,5.8967,6.365,4.537433333333333,4.5461,3.62365,4.5461,0.25,0.25,199701138.65,5000000.0,3.5,2021,,,5.8967,1.3506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,30Y,0.025,2013,1.2217,3.5039,3.5405,-0.0366,0,0,0,0.459,0.6037,-6.3963,3.5039,2.9785,,,,9.9002,,0.25,486173490.37,5000000.0,3.5,2021,,,3.5039,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,15Y,0.03,2017,1.5141,6.2409,6.2649,-0.024,0,0,0,0.4431,0.6037,,6.2409,-1.186,,,,,,,234126092.27,5000000.0,3.5,2021,,,6.2409,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,15Y,0.035,2007,0.9189,3.5343,3.5286,0.0057,0,0,0,0.3998,0.6037,-1.8671,3.5343,,,,,5.4014,,,411713688.16,5000000.0,3.5,2021,,,3.5343,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,15Y,0.06,2024,0.1089,3.0908,3.0894,0.0014,0,0,0,0.4299,0.6037,3.0908,-4.0977,0.0,,,,7.1885,,,357195305.11,5000000.0,3.5,2021,,,,3.0908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,30Y,0.015,2020,0.0,3.3479,3.5416,-0.1937,0,0,0,0.5547,0.6037,4.9755,3.3479,2.5861,3.6365,1.6276000000000002,4.1617,1.6276000000000002,0.25,0.25,315269703.75,5000000.0,3.5,2021,,,3.3479,4.9755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,15Y,0.055,2009,2.5434,4.1781,4.1627,0.0154,0,0,0,0.3996,0.6037,,4.1781,-1.7948,,,,,,,640672843.96,5000000.0,3.5,2021,,,4.1781,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,15Y,0.03,2003,1.4152,4.2536,4.2522,0.0014,0,0,0,0.4431,0.6037,0.5466,4.2536,-0.9043,,,2.4001,3.707,,,321866707.97,5000000.0,3.5,2021,,,4.2536,0.5466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,30Y,0.045,2017,0.1717,4.1711,4.1721,-0.001,0,0,0,0.4193,0.6037,0.9294,4.1711,,,,2.55025,3.2417,,0.25,209799804.74,5000000.0,3.5,2021,,,4.1711,0.9294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,15Y,0.07,2024,2.7268,4.1276,4.1332,-0.0056,0,0,0,0.4358,0.6037,4.1276,-4.0746,,,,,8.202200000000001,,,577008100.6,5000000.0,3.5,2021,,,,4.1276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,30Y,0.065,2022,3.0243,4.4329,4.4323,0.0006,0,0,0,0.4549,0.6037,0.0,4.4329,-1.0001,,,2.21645,4.4329,0.25,0.25,565470753.56,5000000.0,3.5,2021,,,4.4329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,15Y,0.035,2021,0.0,1.2598,1.229,0.0308,0,0,0,0.4885,0.6037,-5.1763,1.2598,-0.8383,,,,6.436100000000001,,0.15,624773998.44,5000000.0,3.5,2021,,,1.2598,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,30Y,0.04,2024,3.6783,5.7556,5.7671,-0.0115,0,0,0,0.5356,0.6037,6.4238,5.7556,,,,6.089700000000001,0.6681999999999997,,,375892441.69,5000000.0,3.5,2021,,,5.7556,6.4238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,30Y,0.04,2005,1.765,4.1031,4.0944,0.0087,0,0,0,0.3995,0.6037,-0.6915,4.1031,1.1348,,,,4.794600000000001,,,333453069.51,5000000.0,3.5,2021,,,4.1031,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,15Y,0.06,2022,4.1901,5.5782,5.5853,-0.0071,0,0,0,0.4792,0.6037,-0.8202,5.5782,-2.2255,,,,6.3984,,0.15,524443237.29,5000000.0,3.5,2021,,,5.5782,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,15Y,0.06,2009,0.0484,4.5296,4.5408,-0.0112,0,0,0,0.4436,0.6037,-4.2698,4.5296,-0.0025,,,,8.7994,,,157338503.49,5000000.0,3.5,2021,,,4.5296,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,15Y,0.05,2008,0.456,3.7484,3.7234,0.025,0,0,0,0.4032,0.6037,-0.5097,3.7484,-0.3286,,,,4.258100000000001,,,210084206.92,5000000.0,3.5,2021,,,3.7484,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,30Y,0.03,2019,2.5923,4.106,4.1221,-0.0161,0,0,0,0.396,0.6037,,4.106,,,,,,,0.25,436756186.46,5000000.0,3.5,2021,,,4.106,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,15Y,0.04,2002,4.7074,5.978,5.9996,-0.0216,0,0,0,0.5494,0.6037,1.3029,5.978,6.0484,4.4431,4.6751,3.64045,4.6751,,,510365105.31,5000000.0,3.5,2021,,,5.978,1.3029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,30Y,0.025,2018,2.7706,6.1565,6.1502,0.0063,0,0,0,0.5148,0.6037,6.1565,-6.4254,-5.682,,,,12.5819,,0.25,187471884.98,5000000.0,3.5,2021,,,,6.1565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,15Y,0.025,2021,3.4822,4.4716,4.4535,0.0181,0,0,0,0.4797,0.6037,-2.6651,4.4716,3.1899,,,,7.136699999999999,,0.15,611952324.72,5000000.0,3.5,2021,,,4.4716,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,15Y,0.025,2010,1.4564,4.1472,4.1654,-0.0182,0,0,0,0.4314,0.6037,-5.0466,4.1472,0.9785,,,,9.1938,,,208509351.58,5000000.0,3.5,2021,,,4.1472,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,30Y,0.025,2014,3.0353,6.1075,6.1294,-0.0219,0,0,0,0.5006,0.6037,-4.8509,6.1075,5.2679,,,,10.9584,,0.25,175369881.56,5000000.0,3.5,2021,,,6.1075,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,30Y,0.025,2006,0.0,3.1165,3.1334,-0.0169,0,0,0,0.3992,0.6037,3.1165,-0.427,-4.0889,,,,3.5435,,,172862927.65,5000000.0,3.5,2021,,,,3.1165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,30Y,0.05,2024,0.0,5.0174,5.025,-0.0076,0,0,0,0.4518,0.6037,5.0174,-4.0539,-5.9087,,,,9.0713,,,104561577.15,5000000.0,3.5,2021,,,,5.0174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,30Y,0.05,2005,3.2156,4.5566,4.5223,0.0343,0,0,0,0.4119,0.6037,4.5566,-1.4801,4.427,,,,6.036700000000001,,,391066577.06,5000000.0,3.5,2021,,,,4.5566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,30Y,0.065,2007,1.5329,4.0353,4.0034,0.0319,0,0,0,0.4154,0.6037,-0.6433,4.0353,2.4613,,,,4.6786,,,208825032.03,5000000.0,3.5,2021,,,4.0353,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,30Y,0.015,2008,0.962,3.3799,3.4125,-0.0326,0,0,0,0.4251,0.6037,3.3799,-2.7426,0.5892,,,,6.1225000000000005,,,216025173.87,5000000.0,3.5,2021,,,,3.3799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,15Y,0.04,2023,1.8286,2.7638,2.7742,-0.0104,0,0,0,0.413,0.6037,-0.7376,2.7638,4.7603,,,,3.5014,,,537197943.01,5000000.0,3.5,2021,,,2.7638,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,30Y,0.015,2019,0.0,0.8271,0.8423,-0.0152,0,0,0,0.4348,0.6037,0.8271,-2.8311,4.6679,,,,3.6582,,0.25,599033930.22,5000000.0,3.5,2021,,,,0.8271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,30Y,0.025,2016,1.3557,2.1408,2.1785,-0.0377,0,0,0,0.4259,0.6037,2.1408,-6.0915,-0.8215,,,,8.2323,,0.25,614319471.72,5000000.0,3.5,2021,,,,2.1408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,15Y,0.04,2004,2.1575,4.7947,4.7976,-0.0029,0,0,0,0.4274,0.6037,-3.3588,4.7947,,,,,8.1535,,,176379348.07,5000000.0,3.5,2021,,,4.7947,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/23/2025,FN,15Y,0.02,2007,1.1038,5.5361,5.5078,0.0283,0,0,0,0.454,0.6037,1.1189,5.5361,,,,3.3275,4.4172,,,104796688.56,5000000.0,3.5,2021,,,5.5361,1.1189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
